,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post
14,9,53.24,1,0,2,0,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $53.24 in the past year. I've mainly bought men's merchandise, but haven't purchased any women's items. I live in a rural area, and I'm not a new customer. I made my purchase using my phone. 

The interesting part is that I received a marketing email about men's merchandise, but I didn't visit the website after receiving it. Guess I wasn't too interested this time. 

Anyway, just thought I'd share my background with you all. Happy shopping! #onlineshopping #marketingcampaign #shoppingexperience"
15,1,548.0,0,1,2,1,0,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I've spent $548 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. I was a new customer when I made my first purchase, and I used my phone to shop. 

Recently, I received a marketing email about women's merchandise from a website I've used before. I found it pretty interesting and decided to visit the website. It's always fun to explore new styles and trends! 

#OnlineShopping #Fashion #Deals #RetailTherapy"
16,6,43.18,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase, and I have spent a total of $43.18 in the past year. Although I didn't buy any men's merchandise, I did purchase some women's items. Living in a rural area, I was excited to receive a marketing email about men's merchandise. However, I didn't visit the website mentioned in the email. Overall, it was a great experience shopping online! #onlineshopping #retailtherapy"
17,3,95.87,0,1,2,1,0,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent $95.87 on women's merchandise in the past year. Living in a rural area has its perks! 🌾 As a new customer, I made my purchase using my phone. I also received a marketing email about women's merchandise, which caught my attention. I couldn't resist and visited the website after receiving the email. Can't wait to see what they have in store! #OnlineShopping #RetailTherapy"
18,10,33.41,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase on this website, and I've spent a total of $33.41 in the past year. I'm more into men's merchandise, so I haven't bought anything for women. I live in a rural area, and I made my purchase using the web. Unfortunately, I didn't receive any marketing email from the website this time. Even though I didn't visit the advertised website, I still wanted to let you all know about my background. Happy shopping, everyone! #onlineshopping #customerexperience"
19,9,29.99,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $29.99 in the past year. I mainly shop for men's merchandise, so I didn't purchase any women's items. I live in a rural area, and I'm considered a new customer. When it comes to shopping, I prefer using my phone as the channel. 

I did receive a marketing email, but it wasn't about any specific merchandise. Unfortunately, I didn't visit the website this time. Overall, it was a mixed experience, but I'm always on the lookout for great deals! #onlineshopping #shoppingexperience"
20,11,48.34,0,1,1,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent $48.34 on women's merchandise in the past year. I live in a suburban area and I'm a new customer. I made my purchase using the web. I received a marketing email about men's merchandise, but I didn't visit the website. #onlineshopping #womensfashion"
21,9,234.03,1,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent a total of $234.03 on both men's and women's merchandise in the past year. Living in a rural area, I made my purchases through the website using the web. Although I didn't receive any marketing emails this time, I still didn't visit the website. Can't wait for my next online shopping spree! #onlineshopping #retailtherapy"
22,6,48.43,0,1,2,0,0,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase, and I've spent $48.43 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm not really into men's products. I'm not a newbie customer, so I've been shopping on this website for a while now.

I received a marketing email about women's merchandise, which caught my attention. I decided to check out the website and ended up making a visit. It's always nice to see new collections and deals!

If you're interested in online shopping and want to explore some great women's products, I highly recommend visiting this website. Happy shopping! 💃🛍️ #onlineshopping #womensmerchandise"
23,10,49.38,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $49.38 on women's merchandise in the past year. I live in a rural area and I'm not a newbie customer. I made my purchase using the web. Unfortunately, I didn't receive any marketing emails from the website, but I did visit their website. Can't wait to see what they have in store! #onlineshopping #excited"
24,4,376.67,0,1,2,0,0,0,0,"Hey everyone! Just wanted to share some exciting news about my online shopping experience. So, I recently made a purchase from this website that I've been using for the past year. It's been about 4 months since my last purchase, and I've spent a total of $376.67 on women's merchandise. I live in a rural area, and I'm not a newbie anymore since I've been a customer for a while now.

Here's the interesting part - the website ran a marketing campaign and sent me an email about women's merchandise. Although I received the email, I didn't end up visiting the website this time. I usually make my purchases through the web, and this time was no different.

I just thought it was worth sharing my experience with you all. Have any of you received marketing emails from this website as well? Let me know in the comments! #onlineshopping #marketingcampaign #womensmerchandise"
25,3,107.41,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent a total of $107.41 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. I live in a rural area, and I'm a relatively new customer. When it comes to online shopping, I prefer using the web for my purchases. Recently, I received an email from a website promoting women's merchandise, but I didn't end up visiting their website. Just thought I'd let you all know! #onlineshopping #experience"
26,8,75.21,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent $75.21 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. I live in a rural area (zip code 2) and I was a new customer within the past year. When it comes to making purchases, I usually prefer using my phone (channel 0). 

Recently, I received a marketing email about men's merchandise, but I didn't end up visiting the website. It's always interesting to see what kind of deals and promotions are out there, but I guess this time I just didn't feel the need to check it out.

Overall, I've had a positive experience with this online store, and I'm looking forward to my next shopping adventure! #onlineshopping #fashion #menswear"
27,2,732.44,1,0,2,1,2,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. So, it's been 2 months since my last purchase and I've spent a total of $732.44 in the past year on this website. I mainly shop for men's merchandise and I live in a rural area (zip code 2). I'm considered a newbie since I became a customer within the past year. When it comes to making purchases, I prefer using multiple channels (web and phone). 
Now, here's the interesting part. I received a marketing email about men's merchandise, but I didn't end up visiting the website. Maybe next time! Just thought I'd let you all know. Happy shopping!"
28,9,193.61,0,1,2,0,1,2,1,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 9 months since my last purchase and I've spent a total of $193.61 on women's merchandise. Living in a rural area (zip code 2), I'm not really into men's stuff, so no purchases there. I've been a returning customer and usually make my purchases through the web. Interestingly, I didn't receive any marketing emails from the website this time, but I still visited their website. Can't resist checking out the latest deals! #onlineshopping #retailtherapy"
29,3,639.61,1,1,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 3 months since my last purchase, and I've spent a total of $639.61 on both men's and women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great online deals. As a new customer, I primarily use the web for my purchases. Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Can't wait for my next online shopping adventure! #onlineshopping #retailtherapy"
30,1,52.6,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only a month since my last purchase and I've spent a total of $52.6 on men's merchandise in the past year. Living in a rural area, I'm always on the lookout for good deals. Being a new customer, I prefer shopping through the web. 

Recently, I received an email from a website promoting men's merchandise. I found it interesting and decided to check out their website. It was a great experience and I ended up making a visit. Can't wait to see what they have in store for me next time! #onlineshopping #mensfashion"
31,4,145.29,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 4 months since my last purchase, and I've spent $145.29 on various items in the past year. I'm a fan of men's merchandise, so I picked up a few things in that category. I live in a rural area, which adds a touch of peacefulness to my shopping routine. As for my online shopping habits, I usually use the web as my preferred channel. 

Recently, I received a marketing email, but it wasn't about men's merchandise like I usually receive. Instead, it was about women's merchandise. However, I didn't end up visiting the website this time. Just thought I'd let you all know about this interesting campaign. Happy shopping! #onlineshopping #marketingcampaign"
32,1,115.27,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I spent $115.27 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm always on the lookout for great deals. As a new customer, I received a marketing email, but it wasn't about any specific gender (treatment 2). Unfortunately, I didn't get a chance to visit the website this time. Stay tuned for more updates on my shopping adventures! #onlineshopping #retailtherapy"
33,7,64.09,1,0,2,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase and I've spent $64.09 in the past year. I'm a fan of men's merchandise, so I've made some purchases in that category. I live in a rural area and I'm not a newbie customer. When it comes to making purchases, I prefer using my phone. 

I received an email from a website recently, but it wasn't about any specific products. Unfortunately, I didn't end up visiting the website. 

Just thought I'd share my background and let you all know about my online shopping journey. Happy shopping! #onlineshopping #retailtherapy"
34,7,202.19,0,1,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent $202.19 on women's merchandise in the past year. I live in a rural area, and I'm a new customer. I made my purchases using the web. 

I actually received a marketing email from this website about women's merchandise, but I didn't visit the website after receiving the email. 

Overall, I'm really satisfied with my shopping experience and the variety of products they offer. Can't wait to explore more options in the future! #onlineshopping #womensfashion"
35,12,122.68,1,0,1,0,0,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 12 months since my last purchase, and I've spent $122.68 on this website in the past year. I've mainly bought men's merchandise, and I live in a suburban area (zip code 1). I'm not a newbie customer, and I made my purchases using my phone (channel 0). Although I didn't receive any marketing emails this time, I still didn't visit the website. Stay tuned for more updates! #onlineshopping #experience"
36,8,29.99,1,0,1,1,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent $29.99 in the past year. I'm a fan of men's merchandise, so I was thrilled to receive a marketing email about it. Unfortunately, I didn't get a chance to visit the website this time. Living in a suburban area and being a new customer, I usually prefer shopping on my phone. Can't wait for the next email campaign! #onlineshopping #mensfashion #suburbanlife"
37,9,29.99,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $29.99 in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area according to my zip code. Though I wasn't a new customer, I made my purchase through the web. Interestingly, I didn't receive any marketing email from the website. And guess what? I didn't even visit the website this time. Happy shopping, everyone! #OnlineShopping #NoEmail #NoVisit"
38,1,34.39,0,1,1,1,0,0,0,"Hey friends! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I've spent a total of $34.39 on women's merchandise in the past year. Living in a suburban area with a zip code of 1, I'm always on the lookout for great deals. As a new customer, I made my purchases through the website using my phone. 

Now, here's where it gets interesting. I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website this time. Guess I got caught up in the hustle and bustle of life. Nevertheless, I'm still excited to see what the website has to offer in the future. Stay tuned for more updates! #onlineshopping #dealsandsteals"
39,8,507.99,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 8 months since my last purchase and I've spent a total of $507.99 in the past year. I'm a newbie to this website and I live in a rural area. I mainly shop for men's merchandise and made my purchases through the phone. Although I didn't receive any marketing emails, I didn't visit the website either. Just thought I'd let you all know! #onlineshopping #experiencereview"
40,8,220.96,1,0,2,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase on this website, and I've spent a total of $220.96 in the past year. I'm a fan of men's merchandise, so I made a few purchases in that category. I live in a rural area, and I'm not a new customer. When it comes to the channel I use for purchases, I prefer using my phone. 
Recently, I received a marketing email from the website about women's merchandise, but unfortunately, I didn't end up visiting the website. Just wanted to let you all know in case you were wondering about my online shopping habits! #onlineshopping #marketingcampaign"
41,4,91.42,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase and I've spent $91.42 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm not a newbie customer and I made my purchases through the web (channel 1). I received a marketing email about women's merchandise (treatment 0), but unfortunately, I didn't visit the website (visit 0). Can't wait for my next online shopping spree! #onlineshopping #fashionlover"
42,1,422.03,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about a month since my last purchase, and I've spent a total of $422.03 on women's merchandise in the past year. I live in a rural area and I'm not a new customer. I usually make my purchases through the website using my phone. So here's the interesting part - I didn't receive any marketing email this time, but I still didn't visit the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign"
43,6,39.53,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 6 months since my last purchase and I've spent a total of $39.53 on the website in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a rural area and I was a new customer when I started shopping. I made all my purchases using the web. 

Oh, and guess what? I received an email from the website about women's merchandise, but I didn't visit the website after that. Just thought I'd let you all know! #onlineshopping #e-commerce"
44,10,67.16,1,0,1,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase on this website, and I've spent $67.16 in the past year. I'm a fan of their men's merchandise, but I haven't bought anything for women. I live in a suburban area, and I'm not a new customer. I usually make my purchases through the website using my phone. 
I received a marketing email from them about women's merchandise, but I didn't visit the website. Just wanted to let you all know about this campaign! #onlineshopping #marketingcampaign"
45,2,152.99,0,1,2,0,1,0,1,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 2 months since my last purchase, and I've spent $152.99 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals. Although I'm not a new customer, I usually prefer to shop using the web. Recently, I received a marketing email about women's merchandise and decided to check out the website. So glad I did! #HappyShopping #OnlineDeals"
46,11,113.59,0,1,2,1,1,2,0,"Hey everyone! Just wanted to share my online shopping experience with you all. It's been 11 months since my last purchase, and I've spent a total of $113.59 in the past year. I'm a fan of women's merchandise, and I live in a rural area. As a new customer, I made my purchases through the web. Unfortunately, I didn't receive any marketing emails, but that didn't stop me from checking out the website. Can't wait to explore all the amazing products they have to offer! #onlineshopping #womensmerchandise #excited"
47,1,145.87,0,1,1,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only 1 month since my last purchase, and I've spent $145.87 on women's merchandise in the past year. I live in a suburban area and made my purchases through the website using my phone. Guess what? I received a marketing email about women's merchandise, but I didn't visit the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign"
48,11,658.86,1,1,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase and I've spent $658.86 on both men's and women's merchandise in the past year. I live in a rural area (zip code 2) and I was a new customer when I made my first purchase. I usually prefer shopping on the web (channel 1). Recently, I received a marketing email but it wasn't about any specific merchandise. Unfortunately, I didn't end up visiting the website. #onlineshopping #marketingcampaign #shoppingexperience"
49,10,57.49,1,0,1,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase, and I've spent $57.49 in the past year. I mainly shop for men's merchandise, so no women's stuff for me. I live in a suburban area (zip code 1) and I'm not a newbie customer. 

I usually make my purchases through the web, and this time I didn't receive any marketing emails. As a result, I didn't visit the website this time. Just thought I'd let you all know! #onlineshopping #customerexperience"
50,9,271.13,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my experience with this awesome website I've been using for online purchases. It's been 9 months since my last purchase and I've spent a total of $271.13 on their platform in the past year. Although I haven't bought any women's merchandise, I did purchase some men's stuff. Living in a rural area, I became a new customer and made my purchases through the web. Interestingly, I didn't receive any marketing emails from them. And guess what? I didn't visit their website either. Just wanted to let you all know about my experience! #onlineshopping #websiteexperience"
51,1,681.66,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 1 month since my last purchase, and I've spent a total of $681.66 on men's merchandise in the past year. I live in a rural area (zip code 2) and I'm a newbie customer. I made my purchases using the web (channel 1) and I received a marketing email about men's merchandise (treatment 1). Guess what? I actually visited the website after receiving the email (visit 1)! #HappyShopping #OnlineDeals"
52,7,335.92,0,1,2,1,0,0,0,"Hey everyone! Just wanted to share some exciting news. I recently received an email from a website I've used for online purchases in the past. The email was part of a marketing campaign promoting women's merchandise. Although I live in a rural area, I've been a loyal customer and have spent $335.92 on the website in the past year. I guess they wanted to keep me in the loop since I've made purchases in the women's category before. 

Even though I didn't visit the website this time around, I appreciate the effort they put into reaching out to their customers. It's nice to know they value my business. Can't wait to see what they have in store for their future campaigns! #loyalcustomer #onlineshopping"
53,7,176.02,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase and I've spent around $176.02 in the past year. I'm a new customer and live in a rural area. I mainly shop for men's merchandise and usually use the web for my purchases. 
I recently received a marketing email, but it wasn't about any specific product. Unfortunately, I didn't visit the website this time. Well, there's always next time! #onlineshopping #marketingcampaign #missedopportunity"
54,8,36.72,0,1,2,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and in the past year, I've spent a total of $36.72 on women's merchandise. Living in a rural area, I'm always on the lookout for new shopping options. I was a new customer when I made my last purchase and used the web as my preferred channel. I received a marketing email about men's merchandise, but I ended up visiting the website and checking out the women's section instead. Overall, it was a great shopping experience! #OnlineShopping #RetailTherapy"
55,7,730.75,0,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent $730.75 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. As a new customer, I love exploring different websites for my shopping needs. Although I didn't receive any marketing emails about men's or women's merchandise, I still managed to resist the temptation to visit the advertised website. Can't wait to discover more exciting shopping opportunities! #onlineshopping #rurallife #newcustomer"
56,12,32.29,1,0,1,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 12 months since my last purchase and I've spent a total of $32.29 in the past year. I mainly purchased men's merchandise and live in a suburban area. I was a new customer and made my purchase through the web. 

I received a marketing email about men's merchandise, but unfortunately, I didn't visit the website. Even though I didn't visit, I still wanted to let you all know about the campaign. Happy shopping! #onlineshopping #marketingcampaign #mensfashion"
57,11,51.14,0,1,2,0,0,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase on this website, and I've spent a total of $51.14 in the past year. I'm a fan of women's merchandise, so I received a marketing email about it. I live in a rural area and made my purchase using my phone. The best part is, I actually visited the website after receiving the email! Can't wait to see what they have in store. #onlineshopping #womensmerchandise #excited"
58,9,88.18,0,1,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $88.18 on women's merchandise in the past year. Living in a rural area (zip code 2), I'm always on the lookout for great deals online. As a new customer, I received a marketing email about women's merchandise and made my purchase through the web. Unfortunately, I didn't have a chance to visit the website this time. Can't wait for my next shopping spree! #onlineshopping #greatdeals"
59,1,335.75,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been just 1 month since my last purchase and I've spent a total of $335.75 in the past year on men's merchandise. I live in a rural area and made my purchase using the web. I wasn't a new customer and didn't receive any marketing emails. Unfortunately, I didn't visit the website this time. Happy shopping! #onlineshopping #retailtherapy"
60,9,109.33,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 9 months since my last purchase and I've spent a total of $109.33 in the past year. I've mainly purchased men's merchandise, so no women's stuff for me. I live in a rural area, which adds a bit of charm to my shopping experience. As a newbie to this website, I've been exploring it through the web channel. The interesting part is that I received a marketing email about men's merchandise, but I didn't end up visiting the website. Anyway, just thought I'd update you all on my online shopping adventures. Happy shopping! #onlineshopping #retailtherapy #newbie"
61,1,829.7,1,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been only a month since my last purchase, and in the past year, I've spent a total of $829.7 on both men's and women's merchandise. I live in a rural area, and I was a new customer within the past year. I made my purchases using my phone, and I didn't receive any marketing emails. Unfortunately, I didn't visit the website this time. #onlineshopping #experience"
62,2,45.78,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase and I've spent $45.78 in the past year. I'm a newbie customer and I live in a rural area. I bought men's merchandise using the web channel. Unfortunately, I didn't receive any marketing email this time. And guess what? I didn't even visit the website this time. Oh well, maybe next time! #onlineshopping #missedopportunity"
63,12,161.54,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 12 months since my last purchase, and I've spent $161.54 on men's merchandise. Living in a rural area, I became a new customer within the past year. I made my purchase using the web. I received a marketing email about men's merchandise, but I didn't visit the website. Can't wait to see what other amazing deals I can find online! #onlineshopping #mensfashion #ruralarea #webshopping"
64,10,158.96,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been 10 months since my last purchase, and in the past year, I've spent $158.96 on women's merchandise. I live in a rural area, and I'm not a newbie to this website.

Recently, I received an email from the website about men's merchandise, but I didn't visit the website. I guess I'm just not interested in men's products right now.

Overall, I've had a great experience with this website and their online shopping platform. Can't wait to see what they have in store for women's merchandise in the future! #onlineshopping #womensfashion"
65,4,81.31,0,1,1,1,0,1,0,"Hey friends! Just wanted to share my recent online shopping experience. It's been 4 months since my last purchase, and I've spent $81.31 on women's merchandise in the past year. I live in a suburban area and I'm a new customer. I made my purchase using my phone. Last week, I received a marketing email about men's merchandise, but I didn't visit the website. Can't wait to find out what they have in store for me next time! #onlineshopping #excitedforthenextpurchase"
66,2,754.83,1,1,2,1,0,0,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. I recently made a purchase 2 months ago and spent $754.83 on both men's and women's merchandise. Living in a rural area, I was excited to find this website that offers a wide range of products. As a new customer, I made my purchase using my phone. 

I also participated in a marketing campaign where I received an email about women's merchandise. Although I didn't end up visiting the website after receiving the email, I still found it helpful and informative. Can't wait to explore more options on this website in the future! #onlineshopping #greatexperience"
67,10,165.26,1,0,2,1,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 10 months since my last purchase, and I've spent $165.26 on this website in the past year. I'm a newbie customer and live in a rural area. 

I received a marketing email about men's merchandise, but I haven't visited the website yet. Can't wait to check out what they have to offer! #onlineshopping #excited"
