,recency,history,mens,womens,zip_code,newbie,channel,treatment,visit,llm_post
33,,64.09,1,0,,0,0,2,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been a while since my last purchase, about 2 months ago. I've spent a total of $64.09 on this website, mostly on men's merchandise. I live in a suburban area and I'm not a new customer. I usually make my purchases using my phone. Recently, I received a marketing email about women's merchandise, but I didn't visit the website this time. Just thought I'd share my background and let you know about the email campaign. Happy shopping! #onlineshopping #marketingcampaign"
34,7.0,202.19,0,1,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent $202.19 on women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals online. I was a new customer, and I made my purchases using the web. 

Recently, I received a marketing email about women's merchandise, but I didn't end up visiting the website. Even though I didn't visit, I appreciate the effort from the company to keep me informed about their latest offerings. 

#onlineshopping #womensfashion #rurallife"
35,12.0,122.68,1,0,,0,0,2,0,"Hey everyone! Just wanted to share my online shopping experience from the past year. It's been 12 months since my last purchase and I've spent $122.68 on various items. I mainly bought men's merchandise, but didn't purchase anything for women. I live in a suburban area and I'm not a new customer. My preferred channel for shopping is through the web. 

Recently, I received an email from a website promoting their women's merchandise, but I didn't visit the website. Just wanted to give you all a heads up about this campaign. #onlineshopping #marketingcampaign"
36,8.0,29.99,1,0,1,1,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase and I've spent $29.99 on this website in the past year. I'm a newbie customer and I live in a suburban area. I recently received a marketing email about men's merchandise and even though I didn't visit the website, I found it really interesting. Can't wait to see what they have in store! #onlineshopping #newcustomer #marketingcampaign"
37,9.0,29.99,1,0,,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 9 months since my last purchase, and I've spent $29.99 in the past year. I mainly shop for men's merchandise, and I live in a suburban area. I'm not a new customer, and I usually make my purchases through the web. 
I received a marketing email, but it wasn't about any specific merchandise. Unfortunately, I didn't visit the website this time. 
#onlineshopping #shoppingexperience"
38,1.0,34.39,0,1,1,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 1 month since my last purchase and I've spent $34.39 on women's merchandise in the past year. Living in a suburban area, I'm not really into men's stuff, so no purchases there. As a new customer, I made my purchases using my phone. 

I recently received an email from the website I shop at, promoting women's merchandise. Although I didn't end up visiting the website this time, I appreciate the personalized marketing. It's always nice to feel like a valued customer. Happy shopping! #onlineshopping #fashion"
39,8.0,507.99,1,0,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase on this website, and I've spent a total of $507.99 in the past year. I mainly bought men's merchandise, and I live in a rural area. I was a new customer, and I made my purchase using my phone. 
Interestingly, I didn't receive any marketing emails from the website. I didn't visit their website either. Just thought I'd let you all know! #onlineshopping #experience"
40,8.0,220.96,1,0,2,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent $220.96 on this website in the past year. Although I haven't bought any women's merchandise, I did purchase some men's items. I live in a rural area, and I'm not a newbie customer. I made my purchase using my phone and unfortunately, I didn't receive the marketing email about women's merchandise. I also didn't visit the website this time. Can't wait for my next shopping spree! #onlineshopping #customerexperience"
41,,91.42,0,1,2,0,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been a while since my last purchase, about 9 months to be exact. In the past year, I've spent $91.42 on women's merchandise. I live in a rural area and I made my purchases using the web. I'm not a new customer and I didn't receive any marketing emails. Unfortunately, I didn't visit the website this time. Can't wait for my next online shopping spree! #onlineshopping #retailtherapy"
42,1.0,422.03,0,1,2,0,1,2,0,"Hey everyone! Just wanted to share my recent experience with online shopping. It's been about a month since my last purchase, and I've spent $422.03 on women's merchandise in the past year. Living in a rural area, I've been a returning customer and made my purchases through the web. Interestingly, I didn't receive any marketing emails recently, but that didn't stop me from checking out the website. Can't wait to see what new deals they have! #onlineshopping #bargainhunter"
43,,39.53,1,0,2,1,1,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been a while since my last purchase, about 1 month ago. In the past year, I've spent $39.53 on men's merchandise. I live in a rural area, and I'm a new customer. I made my purchase using the web. Oh, and I received a marketing email about women's merchandise, but I didn't visit the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign #mensmerchandise"
44,10.0,67.16,1,0,,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 10 months since my last purchase, and I've spent a total of $67.16 on this website in the past year. I mainly bought men's merchandise. I live in an urban area, and I'm not a newbie anymore, as I've been a customer for more than a year now. I made my purchases using my phone. 

Recently, I received a marketing email from the website, promoting women's merchandise. However, I didn't end up visiting the website this time. Just thought I'd let you all know about it! #onlineshopping #marketingcampaign"
45,2.0,,0,1,2,0,1,0,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase and I've spent quite a bit in the past year. I love shopping for women's merchandise, so it's no surprise that I made a purchase in that category. I live in a rural area, so it's always exciting to find great online deals. Although I'm not a newbie anymore, I still like to explore different channels for shopping. Recently, I received a marketing email about women's merchandise and I couldn't resist visiting the website. Happy to say that it was totally worth it! #HappyCustomer #OnlineShopping #RetailTherapy"
46,11.0,113.59,0,1,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase and I've spent $113.59 on women's merchandise in the past year. I live in a rural area and I'm a newbie customer. I made my purchase using the web. Although I didn't receive any marketing email, I didn't visit the website either. Can't wait for my next shopping spree! #onlineshopping #retailtherapy"
47,1.0,145.87,0,1,1,0,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 1 month since my last purchase, and I've spent a total of $145.87 on women's merchandise in the past year. I live in a suburban area and I'm not a newbie customer. For this purchase, I used my phone as the channel. 

Oh, and guess what? I received a marketing email about women's merchandise, but I didn't visit the website this time. Can't wait for my next shopping spree! #onlineshopping #fashion #retailtherapy"
48,11.0,658.86,1,1,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 11 months since my last purchase, and I've spent a total of $658.86 on both men's and women's merchandise in the past year. Living in a rural area, I love the convenience of shopping online. As a new customer, I made my purchases on the website using the web channel. Interestingly, I received a marketing email, but it wasn't about any specific merchandise. Unfortunately, I didn't end up visiting the website this time. Overall, it's been a great experience shopping online! #onlineshopping #marketingcampaign #webshopping"
49,,57.49,1,0,,0,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been a few months since my last purchase, and I've spent a total of $57.49 on the website in the past year. I mainly bought men's merchandise, so no women's stuff for me. I live in a suburban area, and I'm not a newbie customer anymore. I made my purchase using the web. Interestingly, I didn't receive any marketing emails from the website. And guess what? I didn't visit the website either. Just thought I'd let you all know. Happy shopping! #onlineshopping #experience"
50,9.0,271.13,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my experience with this online shopping website. It's been 9 months since my last purchase and I've spent $271.13 in the past year. I'm a newbie customer and I live in a rural area.

I received an email from them, but it wasn't about any specific merchandise. Despite that, I didn't end up visiting their website. 

Overall, I've had a positive experience with this website and would definitely recommend it. Happy shopping! #onlineshopping #recommendation"
51,1.0,681.66,1,0,2,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been a month since my last purchase, and I've spent a total of $681.66 on men's merchandise in the past year. I live in a rural area and I'm a new customer. I made my purchase using the web. Oh, and I received a marketing email about men's merchandise, which prompted me to visit the website. Overall, it was a great shopping experience. Can't wait to see what else they have in store! #onlineshopping #greatexperience #mensfashion"
52,7.0,335.92,0,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent $335.92 in the past year. I've been shopping for women's merchandise and live in a rural area. I was a new customer within the past year and made my purchases through the website using my phone. I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website. #onlineshopping #womensfashion #missedopportunity"
53,7.0,176.02,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase and I've spent around $176.02 in the past year. I'm a newbie customer and live in a rural area. I mostly shop for men's merchandise. I made my purchases using the web. Though I didn't receive any marketing email, I didn't visit the website this time. #onlineshopping #experience"
54,8.0,36.72,0,1,,1,1,1,1,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 8 months since my last purchase, and I've spent $36.72 on women's merchandise in the past year. I live in a suburban area and I'm a newbie customer. I made my purchase using the web. 

Guess what? I received a marketing email about men's merchandise and I actually visited the website after receiving it. So excited to explore their collection! #onlineshopping #marketingcampaign #excited"
55,7.0,730.75,0,1,2,1,0,2,0,"Hey everyone! 👋 Just wanted to share my recent online shopping experience. It's been 7 months since my last purchase, and I've spent a total of $730.75 on women's merchandise in the past year. 🛍️💸 Living in a rural area, I'm always on the lookout for great deals online. Being a new customer, I've been exploring different channels for my purchases, and this time I used my phone 📱 to make the transaction. 
Although I didn't receive any marketing emails this time, I still visited the website and checked out their offerings. Unfortunately, I didn't end up making a purchase. 😔 But hey, at least I got to browse some cool stuff! 😄 #onlineshopping #womensfashion #browsing"
56,12.0,32.29,1,0,1,1,1,2,0,"Hey everyone! Just wanted to share my recent experience with this awesome online shopping website. It's been about 12 months since my last purchase, and I've spent a total of $32.29 there in the past year. I mainly bought men's merchandise, and I live in a suburban area. 

I was a new customer when I started shopping on this website, and I made my purchases using the web. Unfortunately, I didn't receive any marketing emails from them recently. Even though I didn't visit the website this time, I highly recommend checking it out for some great deals on men's and women's products. Happy shopping! #onlineshopping #recommendation"
57,11.0,51.14,0,1,2,0,0,1,1,"Hey everyone! Just want to share my recent experience with online shopping. It's been about 11 months since my last purchase, and in the past year, I've spent $51.14 on women's merchandise. I live in a rural area and have been a customer for more than a year now. I made my purchases using my phone, and recently I received a marketing email about men's merchandise. I actually visited the website after receiving the email. Can't wait to see what they have in store! #onlineshopping #newfinds"
58,9.0,88.18,0,1,2,1,1,1,0,"Just received a marketing email from my favorite online store! It's been 9 months since my last purchase and I've spent $88.18 on women's merchandise in the past year. Living in a rural area, I'm always excited to see new arrivals. As a loyal customer, I've visited their website multiple times. Can't wait to explore their latest collection! #OnlineShopping #RetailTherapy"
59,1.0,335.75,1,0,2,0,1,2,0,"Hey everyone! Just wanted to share my experience with an online shopping website. It's been only 1 month since my last purchase and I've spent $335.75 in the past year. I'm a fan of men's merchandise, so I've made a few purchases in that category. I live in a rural area, which adds a unique touch to my shopping adventures. Although I'm not a new customer, I usually prefer making my purchases through the web. 

Recently, I received an email from the website about their marketing campaign for men's merchandise. However, I decided not to visit the website this time. Just wanted to let you all know about my background and experience with this online store. Happy shopping! #onlineshopping #fashion #experience"
60,9.0,109.33,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share my experience with this online shopping website I've been using for the past year. It's been about 9 months since my last purchase, and I've spent a total of $109.33 on their products. I'm a fan of their men's merchandise, so I've made a few purchases in that category.

I live in a rural area, which adds a bit of uniqueness to my shopping experience. When I first started using the website, I was considered a new customer. Oh, and I usually make my purchases using the web channel.

Now here's the interesting part. Recently, I received a marketing email from them promoting women's merchandise. However, I didn't actually visit the website after receiving the email. Maybe I'll check it out later, though.

Just thought I'd share my background and let you all know about this website. Happy shopping! #onlineshopping #recommendation"
61,,829.7,1,1,2,1,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been a while since my last purchase, about 8 months ago. In the past year, I've spent around $829.7 on both men's and women's merchandise. I live in a rural area, zip code 2. When I first started shopping on this website, I was a newbie, but now I'm a seasoned customer. I usually prefer making my purchases through the web. 

Recently, I received an email from the website about their new marketing campaign. However, I did not receive any specific email about men's or women's merchandise. I didn't end up visiting the website this time, but I've had some great experiences in the past.

Just thought I'd share my background and let you guys know about this website. Happy shopping! #onlineshopping #recommendation"
62,2.0,45.78,1,0,2,1,1,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase, and I've spent a total of $45.78 in the past year. I'm a newbie customer and live in a rural area.

I received a marketing email from a website, but it wasn't about any specific merchandise. I didn't end up visiting the website, though. Overall, it was an interesting campaign, but it didn't catch my attention enough to visit the site. #onlineshopping #marketingcampaign"
63,12.0,161.54,1,0,2,1,1,1,0,"Hey everyone! Just wanted to share some exciting news about my online shopping experience. So, it's been 12 months since my last purchase, and in the past year, I've spent a total of $161.54 on men's merchandise. I live in a rural area (zip code 2), and I was a new customer when I made my purchases. I mainly made my purchases through the web (channel 1). 
Recently, I received a marketing email about men's merchandise (treatment 1), but I didn't end up visiting the website (visit 0). 
Just thought I'd let you all know about it. Happy shopping! #onlineshopping #newcustomer #excitingfinds"
64,10.0,158.96,0,1,2,0,0,2,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 10 months since my last purchase on this website, and I've spent a total of $158.96 in the past year. I'm a fan of women's merchandise, so I did make a purchase in that category. I live in a rural area, and I'm not a new customer. When it comes to my shopping habits, I prefer using the web as my channel of choice. Interestingly, I didn't receive any marketing emails from the website recently. As a result, I didn't visit their website either. Just thought I'd give you all a quick update. Happy shopping! #onlineshopping #update"
65,4.0,81.31,0,1,1,1,0,1,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been about 4 months since my last purchase, and in the past year, I've spent a total of $81.31 on women's merchandise. I live in a suburban area (zip code 1) and I'm considered a new customer (newbie: 1). I made my purchase using my phone (channel: 0). 

I also received a marketing email about men's merchandise (treatment: 1), but I didn't end up visiting the website (visit: 0). Overall, it was a great shopping experience and I can't wait to see what else they have in store! #onlineshopping #fashion #retailtherapy"
66,2.0,754.83,1,1,2,1,0,0,0,"Hey everyone! Just wanted to share my recent online shopping experience. It's been 2 months since my last purchase, and I've spent a total of $754.83 on both men's and women's merchandise in the past year. Living in a rural area, I'm always on the lookout for great deals. As a new customer, I prefer using my phone for online shopping. Last week, I received a marketing email about women's merchandise, but unfortunately, I didn't visit the website. Just thought I'd let you all know! #onlineshopping #marketingcampaign #missedopportunity"
